timestamp,accuracy,content,label
20221011161533098,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011161451310,100,{'Still': 100},Still
20221011161406387,100,{'Still': 100},Still
20221011161323119,100,{'Still': 100},Still
20221011161249327,97,"{'InVehicle': 2, 'Still': 97, 'Unknown': 1}",Still
20221011161219785,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011161133683,100,{'Still': 100},Still
20221011161056266,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011161056156,100,{'Tilting': 100},Tilting
20221011160959943,98,"{'OnFoot': 98, 'Unknown': 2, 'Walking': 98}",OnFoot
20221011160926326,98,"{'OnFoot': 98, 'Unknown': 2, 'Walking': 98}",OnFoot
20221011160848944,97,"{'OnFoot': 97, 'Still': 1, 'Unknown': 2, 'Walking': 97}",OnFoot
20221011160848866,100,{'Tilting': 100},Tilting
20221011160810915,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011160731060,37,"{'InVehicle': 6, 'OnBycicle': 13, 'OnFoot': 35, 'Running': 1, 'Still': 37, 'Unknown': 2, 'Walking': 35}",Still
20221011160646034,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011160601813,96,"{'InVehicle': 1, 'OnFoot': 1, 'Still': 96, 'Unknown': 1, 'Walking': 1}",Still
20221011160601474,100,{'Tilting': 100},Tilting
20221011160533920,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011160533837,100,{'Tilting': 100},Tilting
20221011160446425,97,"{'InVehicle': 1, 'Still': 97, 'Unknown': 2}",Still
20221011160344869,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011160344722,100,{'Tilting': 100},Tilting
20221011160311635,87,"{'InVehicle': 1, 'OnBycicle': 5, 'OnFoot': 87, 'Running': 4, 'Still': 2, 'Unknown': 1, 'Walking': 87}",OnFoot
20221011160311580,100,{'Tilting': 100},Tilting
20221011160225501,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011160225444,100,{'Tilting': 100},Tilting
20221011160139446,59,"{'InVehicle': 9, 'OnBycicle': 4, 'OnFoot': 17, 'Still': 59, 'Unknown': 2, 'Walking': 17}",Still
20221011160122952,100,{'Still': 100},Still
20221011160122758,100,{'Tilting': 100},Tilting
20221011160044291,93,"{'InVehicle': 1, 'OnBycicle': 1, 'OnFoot': 93, 'Running': 1, 'Unknown': 3, 'Walking': 93}",OnFoot
20221011160004603,97,"{'OnFoot': 97, 'Still': 1, 'Unknown': 2, 'Walking': 97}",OnFoot
20221011155932163,97,"{'OnFoot': 97, 'Still': 1, 'Unknown': 2, 'Walking': 97}",OnFoot
20221011155854688,99,"{'Still': 99, 'Unknown': 1}",Still
20221011155816244,96,"{'OnBycicle': 1, 'OnFoot': 96, 'Running': 2, 'Unknown': 1, 'Walking': 96}",OnFoot
20221011155741298,97,"{'OnFoot': 97, 'Unknown': 3, 'Walking': 97}",OnFoot
20221011155708625,93,"{'InVehicle': 2, 'OnBycicle': 1, 'OnFoot': 93, 'Running': 1, 'Unknown': 2, 'Walking': 93}",OnFoot
20221011155708555,100,{'Tilting': 100},Tilting
20221011154137201,100,{'Still': 100},Still
20221011154059766,100,{'Still': 100},Still
20221011154025239,100,{'Still': 100},Still
20221011153950678,100,{'Still': 100},Still
20221011153913277,100,{'Still': 100},Still
20221011153835881,100,{'Still': 100},Still
20221011153750051,100,{'Still': 100},Still
20221011153712253,100,{'Still': 100},Still
20221011153634820,100,{'Still': 100},Still
20221011153601662,100,{'Still': 100},Still
20221011153524215,100,{'Still': 100},Still
20221011153446088,100,{'Still': 100},Still
20221011153408145,100,{'Still': 100},Still
20221011153330670,100,{'Still': 100},Still
20221011153330607,100,{'Tilting': 100},Tilting
20221011153255271,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011153214043,44,"{'InVehicle': 24, 'OnBycicle': 3, 'OnFoot': 11, 'Still': 44, 'Unknown': 1, 'Walking': 11}",Still
20221011153213951,100,{'Tilting': 100},Tilting
20221011153128489,100,{'Still': 100},Still
20221011153051077,100,{'Still': 100},Still
20221011153012112,100,{'Still': 100},Still
20221011152920329,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011152920230,100,{'Tilting': 100},Tilting
20221011152825385,98,"{'OnFoot': 98, 'Unknown': 2, 'Walking': 98}",OnFoot
20221011152743610,98,"{'OnFoot': 98, 'Unknown': 2, 'Walking': 98}",OnFoot
20221011152702674,96,"{'OnFoot': 96, 'Still': 1, 'Unknown': 3, 'Walking': 96}",OnFoot
20221011152625224,92,"{'InVehicle': 1, 'OnBycicle': 3, 'OnFoot': 92, 'Running': 1, 'Still': 1, 'Unknown': 2, 'Walking': 92}",OnFoot
20221011152544084,96,"{'InVehicle': 1, 'OnFoot': 96, 'Still': 1, 'Unknown': 2, 'Walking': 96}",OnFoot
20221011152504314,96,"{'OnBycicle': 1, 'OnFoot': 96, 'Unknown': 3, 'Walking': 96}",OnFoot
20221011152504249,100,{'Tilting': 100},Tilting
20221011143535516,100,{'Still': 100},Still
20221011143438454,98,"{'Still': 98, 'Unknown': 2}",Still
20221011143402458,100,{'Still': 100},Still
20221011143327145,100,{'Still': 100},Still
20221011143249809,100,{'Still': 100},Still
20221011143218832,100,{'Still': 100},Still
20221011143141407,100,{'Still': 100},Still
20221011143104035,100,{'Still': 100},Still
20221011143028846,100,{'Still': 100},Still
20221011142951632,100,{'Still': 100},Still
20221011142917726,100,{'Still': 100},Still
20221011142840292,100,{'Still': 100},Still
20221011142805655,100,{'Still': 100},Still
20221011142730660,100,{'Still': 100},Still
20221011142637985,100,{'Still': 100},Still
20221011142611886,100,{'Still': 100},Still
20221011142611807,100,{'Tilting': 100},Tilting
20221011142534015,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
20221011142533939,100,{'Tilting': 100},Tilting
20221011142449212,40,"{'InVehicle': 10, 'OnBycicle': 10, 'OnFoot': 10, 'Running': 10, 'Still': 10, 'Unknown': 40, 'Walking': 10}",Unknown
